"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","159","Retrieve a list of books as an admin","","Fri Jan 03 09:08:03 GMT 2025","passed","Fri Jan 03 09:08:03 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","Retrieve a list of books as an admin"
"","336","Insert Empty value for id","","Fri Jan 03 09:10:04 GMT 2025","failed","Fri Jan 03 09:10:05 GMT 2025","","API Testing to Insert Empty Id Value with Books Data","API Testing to Insert Empty Id Value with Books Data","Insert Empty value for id"
"","195","Retrieve a list of books as a user","","Fri Jan 03 09:08:02 GMT 2025","passed","Fri Jan 03 09:08:03 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","Retrieve a list of books as a user"
"","4557","Add item to cart and verify in cart page","","Fri Jan 03 09:08:22 GMT 2025","passed","Fri Jan 03 09:08:26 GMT 2025","","Add item to cart on sourceDemo Website","Add item to cart on sourceDemo Website","Add item to cart and verify in cart page"
"","53","User is not authenticated when updating a book","","Fri Jan 03 09:10:30 GMT 2025","passed","Fri Jan 03 09:10:30 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","User is not authenticated when updating a book"
"","344","User Adding book with missing data","","Fri Jan 03 09:07:52 GMT 2025","failed","Fri Jan 03 09:07:52 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","User Adding book with missing data"
"","379","User retrieves a book by ID","","Fri Jan 03 09:08:07 GMT 2025","failed","Fri Jan 03 09:08:08 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","User retrieves a book by ID"
"","5398","User should be able to log in using valid credentials and add an item to the cart,and proceed to checkout","","Fri Jan 03 09:09:13 GMT 2025","passed","Fri Jan 03 09:09:19 GMT 2025","","sourceDemo  Checkout Feature","sourceDemo  Checkout Feature","User should be able to log in using valid credentials and add an item to the cart,and proceed to checkout"
"","1129","Verify filtering by Name (Z to A)","","Fri Jan 03 09:09:01 GMT 2025","passed","Fri Jan 03 09:09:03 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Name (Z to A)"
"","164","Invalid login with admin credentials","","Fri Jan 03 09:07:45 GMT 2025","passed","Fri Jan 03 09:07:45 GMT 2025","","API Testing for Login User","API Testing for Login User","Invalid login with admin credentials"
"","4049","Verify the ""Back to products"" option on the item's new page","","Fri Jan 03 09:10:35 GMT 2025","passed","Fri Jan 03 09:10:39 GMT 2025","","sourceDemo Product Navigation Feature","sourceDemo Product Navigation Feature","Verify the ""Back to products"" option on the item's new page"
"","365","Admin retrieves a book by ID","","Fri Jan 03 09:08:07 GMT 2025","failed","Fri Jan 03 09:08:07 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","Admin retrieves a book by ID"
"","1067","Verify filtering by Price (High to Low)","","Fri Jan 03 09:09:04 GMT 2025","passed","Fri Jan 03 09:09:05 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Price (High to Low)"
"","511","Attempt to delete a book without proper authorization","","Fri Jan 03 09:07:58 GMT 2025","failed","Fri Jan 03 09:07:58 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","Attempt to delete a book without proper authorization"
"","399","Successfully delete a book by ID","","Fri Jan 03 09:07:57 GMT 2025","failed","Fri Jan 03 09:07:57 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","Successfully delete a book by ID"
"","5691","User cancels checkout and is redirected to the inventory dashboard","","Fri Jan 03 09:08:30 GMT 2025","passed","Fri Jan 03 09:08:36 GMT 2025","","sourceDemo Checkout Cancel Button","sourceDemo Checkout Cancel Button","User cancels checkout and is redirected to the inventory dashboard"
"","359","User retrieves a non-existent book","","Fri Jan 03 09:08:08 GMT 2025","failed","Fri Jan 03 09:08:08 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","User retrieves a non-existent book"
"","1037","Verify filtering by Price (Low to High)","","Fri Jan 03 09:09:03 GMT 2025","passed","Fri Jan 03 09:09:04 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Price (Low to High)"
"","386","Attempt to delete a book with a non-existence ID","","Fri Jan 03 09:07:57 GMT 2025","failed","Fri Jan 03 09:07:58 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","Attempt to delete a book with a non-existence ID"
"","162","Valid login with user credentials","","Fri Jan 03 09:07:45 GMT 2025","passed","Fri Jan 03 09:07:45 GMT 2025","","API Testing for Login User","API Testing for Login User","Valid login with user credentials"
"","417","Insert Integer value for title when inserting new book using POST request","","Fri Jan 03 09:10:09 GMT 2025","broken","Fri Jan 03 09:10:09 GMT 2025","","API Testing to Insert Invalid Books Data","API Testing to Insert Invalid Books Data","Insert Integer value for title when inserting new book using POST request"
"","4482","Add item to cart and then remove it","","Fri Jan 03 09:10:22 GMT 2025","passed","Fri Jan 03 09:10:26 GMT 2025","","Remove item from cart on sourceDemo Website","Remove item from cart on sourceDemo Website","Add item to cart and then remove it"
"","324","Admin Adding book with missing data","","Fri Jan 03 09:07:52 GMT 2025","failed","Fri Jan 03 09:07:52 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","Admin Adding book with missing data"
"","3848","Verify filtering by Name (A to Z)","","Fri Jan 03 09:08:58 GMT 2025","passed","Fri Jan 03 09:09:01 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Name (A to Z)"
"","4313","User should be able to add and remove a specific item from the cart","","Fri Jan 03 09:09:31 GMT 2025","passed","Fri Jan 03 09:09:36 GMT 2025","","sourceDemo Item Remove from Cart Feature","sourceDemo Item Remove from Cart Feature","User should be able to add and remove a specific item from the cart"
"","190","Successfully updating a book's title and author","","Fri Jan 03 09:10:30 GMT 2025","passed","Fri Jan 03 09:10:30 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","Successfully updating a book's title and author"
"","335","Updating book with missing values","","Fri Jan 03 09:10:30 GMT 2025","failed","Fri Jan 03 09:10:31 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","Updating book with missing values"
"","188","Adding book with invalid data","","Fri Jan 03 09:09:09 GMT 2025","passed","Fri Jan 03 09:09:09 GMT 2025","","API Testing to Invalid Type Data","API Testing to Invalid Type Data","Adding book with invalid data"
