"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","168","A037-Admin retrieves a non-existent book","","Fri Jan 03 13:37:42 GMT 2025","passed","Fri Jan 03 13:37:43 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","A037-Admin retrieves a non-existent book"
"","321","A029-Admin Adding book with missing data","","Fri Jan 03 13:37:27 GMT 2025","failed","Fri Jan 03 13:37:27 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","A029-Admin Adding book with missing data"
"","3883","A001-user should be able to login using Valid Credentials","","Fri Jan 03 13:39:11 GMT 2025","passed","Fri Jan 03 13:39:15 GMT 2025","","sourceDemo Login Feature","sourceDemo Login Feature","A001-user should be able to login using Valid Credentials"
"","1033","Verify filtering by Price (High to Low)","","Fri Jan 03 13:38:37 GMT 2025","passed","Fri Jan 03 13:38:38 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Price (High to Low)"
"","401","A042-Successfully delete a book by ID","","Fri Jan 03 13:37:32 GMT 2025","failed","Fri Jan 03 13:37:32 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A042-Successfully delete a book by ID"
"","371","A031-Insert Integer value for author when inserting new book using POST request","","Fri Jan 03 13:39:40 GMT 2025","failed","Fri Jan 03 13:39:40 GMT 2025","","API Testing to Insert Invalid Author Data","API Testing to Insert Invalid Author Data","A031-Insert Integer value for author when inserting new book using POST request"
"","4385","A013-user should be able to login using Valid Credentials","","Fri Jan 03 13:38:14 GMT 2025","passed","Fri Jan 03 13:38:18 GMT 2025","","sourceDemo Add to Cart Feature","sourceDemo Add to Cart Feature","A013-user should be able to login using Valid Credentials"
"","1018","Verify filtering by Price (Low to High)","","Fri Jan 03 13:38:36 GMT 2025","passed","Fri Jan 03 13:38:37 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Price (Low to High)"
"","279","Invalid login with admin credentials","","Fri Jan 03 13:37:21 GMT 2025","passed","Fri Jan 03 13:37:21 GMT 2025","","API Testing for Login User","API Testing for Login User","Invalid login with admin credentials"
"","55","A040-User is not authenticated when updating a book","","Fri Jan 03 13:40:01 GMT 2025","passed","Fri Jan 03 13:40:01 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","A040-User is not authenticated when updating a book"
"","5508","A016-User cancels checkout and is redirected to the inventory dashboard","","Fri Jan 03 13:38:04 GMT 2025","passed","Fri Jan 03 13:38:10 GMT 2025","","sourceDemo Checkout Cancel Button","sourceDemo Checkout Cancel Button","A016-User cancels checkout and is redirected to the inventory dashboard"
"","357","A038-User retrieves a non-existent book","","Fri Jan 03 13:37:43 GMT 2025","failed","Fri Jan 03 13:37:43 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","A038-User retrieves a non-existent book"
"","5264","A006-User should be able to log in using valid credentials and add an item to the cart,and proceed to checkout","","Fri Jan 03 13:38:46 GMT 2025","passed","Fri Jan 03 13:38:51 GMT 2025","","sourceDemo  Checkout Feature","sourceDemo  Checkout Feature","A006-User should be able to log in using valid credentials and add an item to the cart,and proceed to checkout"
"","182","A034-Retrieve a list of books as an admin","","Fri Jan 03 13:37:37 GMT 2025","passed","Fri Jan 03 13:37:37 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","A034-Retrieve a list of books as an admin"
"","333","A030-User Adding book with missing data","","Fri Jan 03 13:37:27 GMT 2025","failed","Fri Jan 03 13:37:27 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","A030-User Adding book with missing data"
"","364","A036-User retrieves a book by ID","","Fri Jan 03 13:37:42 GMT 2025","failed","Fri Jan 03 13:37:42 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","A036-User retrieves a book by ID"
"","150","A039-Successfully updating a book's title and author","","Fri Jan 03 13:40:01 GMT 2025","passed","Fri Jan 03 13:40:01 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","A039-Successfully updating a book's title and author"
"","4034","A004-User should log in to the system and Verify that when clicking on an item name it navigates to the item detail page","","Fri Jan 03 13:39:19 GMT 2025","passed","Fri Jan 03 13:39:23 GMT 2025","","Navigates to the item details page","Navigates to the item details page","A004-User should log in to the system and Verify that when clicking on an item name it navigates to the item detail page"
