"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1381","A019-Add item to cart and then remove it to test if the item is removed from cart","","Fri Jan 03 17:33:33 GMT 2025","passed","Fri Jan 03 17:33:35 GMT 2025","","Remove item from cart on sourceDemo Website","Remove item from cart on sourceDemo Website","A019-Add item to cart and then remove it to test if the item is removed from cart"
"","1240","A025 - Verify filtering by Price (Low to High)","","Fri Jan 03 17:31:44 GMT 2025","failed","Fri Jan 03 17:31:45 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","A025 - Verify filtering by Price (Low to High)"
"","453","A042-Successfully delete a book by ID","","Fri Jan 03 17:30:21 GMT 2025","failed","Fri Jan 03 17:30:22 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A042-Successfully delete a book by ID"
"","414","A029-Admin Adding book with missing data","","Fri Jan 03 17:30:16 GMT 2025","failed","Fri Jan 03 17:30:17 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","A029-Admin Adding book with missing data"
"","3987","A009-Verify filtering by Name (A to Z)","","Fri Jan 03 17:31:27 GMT 2025","passed","Fri Jan 03 17:31:31 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","A009-Verify filtering by Name (A to Z)"
"","281","Valid login with user credentials","","Fri Jan 03 17:30:09 GMT 2025","passed","Fri Jan 03 17:30:10 GMT 2025","","API Testing for Login User","API Testing for Login User","Valid login with user credentials"
"","4224","A005-User should be able to add and remove a specific item from the cart","","Fri Jan 03 17:32:22 GMT 2025","passed","Fri Jan 03 17:32:26 GMT 2025","","sourceDemo Item Remove from Cart Feature","sourceDemo Item Remove from Cart Feature","A005-User should be able to add and remove a specific item from the cart"
"","371","A038-User retrieves a non-existent book","","Fri Jan 03 17:30:33 GMT 2025","failed","Fri Jan 03 17:30:33 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","A038-User retrieves a non-existent book"
"","5506","A021 - A user logs in using valid credentials, adds an item to the cart, proceeds to checkout,","","Fri Jan 03 17:32:47 GMT 2025","passed","Fri Jan 03 17:32:53 GMT 2025","","sourceDemo Checkout Feature","sourceDemo Checkout Feature","A021 - A user logs in using valid credentials, adds an item to the cart, proceeds to checkout,"
"","3616","A018-Add item to cart and then remove it to test if the button changes back to add to cart","","Fri Jan 03 17:33:30 GMT 2025","passed","Fri Jan 03 17:33:33 GMT 2025","","Remove item from cart on sourceDemo Website","Remove item from cart on sourceDemo Website","A018-Add item to cart and then remove it to test if the button changes back to add to cart"
"","486","A044-Attempt to delete a book without proper authorization","","Fri Jan 03 17:30:22 GMT 2025","failed","Fri Jan 03 17:30:23 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A044-Attempt to delete a book without proper authorization"
"","5618","A016-User cancels checkout and is redirected to the inventory dashboard","","Fri Jan 03 17:30:56 GMT 2025","passed","Fri Jan 03 17:31:02 GMT 2025","","sourceDemo Checkout Cancel Button","sourceDemo Checkout Cancel Button","A016-User cancels checkout and is redirected to the inventory dashboard"
"","178","A039-Successfully updating a book's title and author","","Fri Jan 03 17:33:39 GMT 2025","passed","Fri Jan 03 17:33:39 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","A039-Successfully updating a book's title and author"
"","4361","A013-user should be able to login using Valid Credentials","","Fri Jan 03 17:31:06 GMT 2025","passed","Fri Jan 03 17:31:10 GMT 2025","","sourceDemo Add to Cart Feature","sourceDemo Add to Cart Feature","A013-user should be able to login using Valid Credentials"
"","4341","A003- user should be able to login using Valid Credentials and click the add to cart option and remove option in the inventory page","","Fri Jan 03 17:33:22 GMT 2025","passed","Fri Jan 03 17:33:26 GMT 2025","","Remove option in the inventory page","Remove option in the inventory page","A003- user should be able to login using Valid Credentials and click the add to cart option and remove option in the inventory page"
"","191","A034-Retrieve a list of books as an admin","","Fri Jan 03 17:30:27 GMT 2025","passed","Fri Jan 03 17:30:28 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","A034-Retrieve a list of books as an admin"
"","368","A028-User successfully adds a new book","","Fri Jan 03 17:30:15 GMT 2025","failed","Fri Jan 03 17:30:16 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","A028-User successfully adds a new book"
"","1328","A024 - Verify filtering by Name (Z to A)","","Fri Jan 03 17:31:43 GMT 2025","failed","Fri Jan 03 17:31:44 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","A024 - Verify filtering by Name (Z to A)"
"","5347","A020 - User should be able to log in using valid credentials and add an item to the cart, and proceed to checkout and Finish Checkout process.","","Fri Jan 03 17:31:51 GMT 2025","passed","Fri Jan 03 17:31:56 GMT 2025","","sourceDemo Checkout Feature","sourceDemo Checkout Feature","A020 - User should be able to log in using valid credentials and add an item to the cart, and proceed to checkout and Finish Checkout process."
"","164","Adding book with invalid data","","Fri Jan 03 17:32:00 GMT 2025","passed","Fri Jan 03 17:32:00 GMT 2025","","API Testing to Invalid Type Data","API Testing to Invalid Type Data","Adding book with invalid data"
"","1030","Verify filtering by Price (Low to High)","","Fri Jan 03 17:31:33 GMT 2025","passed","Fri Jan 03 17:31:34 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Price (Low to High)"
