"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1094","Verify filtering by Price (High to Low)","","Fri Jan 03 12:42:37 GMT 2025","passed","Fri Jan 03 12:42:38 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Price (High to Low)"
"","334","A038-User retrieves a non-existent book","","Fri Jan 03 12:41:38 GMT 2025","failed","Fri Jan 03 12:41:38 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","A038-User retrieves a non-existent book"
"","4862","A017-Add item to cart and verify in cart page","","Fri Jan 03 12:41:51 GMT 2025","passed","Fri Jan 03 12:41:56 GMT 2025","","Add item to cart on sourceDemo Website","Add item to cart on sourceDemo Website","A017-Add item to cart and verify in cart page"
"","4477","A013-user should be able to login using Valid Credentials","","Fri Jan 03 12:42:14 GMT 2025","passed","Fri Jan 03 12:42:19 GMT 2025","","sourceDemo Add to Cart Feature","sourceDemo Add to Cart Feature","A013-user should be able to login using Valid Credentials"
"","213","A039-Successfully updating a book's title and author","","Fri Jan 03 12:44:06 GMT 2025","passed","Fri Jan 03 12:44:06 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","A039-Successfully updating a book's title and author"
"","3926","A015-Verify the ""Back to products"" option on the item's new page","","Fri Jan 03 12:44:11 GMT 2025","passed","Fri Jan 03 12:44:15 GMT 2025","","sourceDemo Product Navigation Feature","sourceDemo Product Navigation Feature","A015-Verify the ""Back to products"" option on the item's new page"
"","317","A031-Insert Integer value for author when inserting new book using POST request","","Fri Jan 03 12:43:40 GMT 2025","failed","Fri Jan 03 12:43:40 GMT 2025","","API Testing to Insert Invalid Author Data","API Testing to Insert Invalid Author Data","A031-Insert Integer value for author when inserting new book using POST request"
"","1159","A042-Successfully delete a book by ID","","Fri Jan 03 12:41:26 GMT 2025","failed","Fri Jan 03 12:41:27 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A042-Successfully delete a book by ID"
"","73","A040-User is not authenticated when updating a book","","Fri Jan 03 12:44:06 GMT 2025","passed","Fri Jan 03 12:44:07 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","A040-User is not authenticated when updating a book"
"","342","A036-User retrieves a book by ID","","Fri Jan 03 12:41:37 GMT 2025","failed","Fri Jan 03 12:41:37 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","A036-User retrieves a book by ID"
"","468","A044-Attempt to delete a book without proper authorization","","Fri Jan 03 12:41:27 GMT 2025","failed","Fri Jan 03 12:41:28 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A044-Attempt to delete a book without proper authorization"
"","115","Invalid login with admin credentials","","Fri Jan 03 12:42:01 GMT 2025","passed","Fri Jan 03 12:42:01 GMT 2025","","API Testing for Login User","API Testing for Login User","Invalid login with admin credentials"
"","304","A043-Attempt to delete a book with a non-existence ID","","Fri Jan 03 12:41:27 GMT 2025","failed","Fri Jan 03 12:41:27 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A043-Attempt to delete a book with a non-existence ID"
"","427","A030-User Adding book with missing data","","Fri Jan 03 12:43:45 GMT 2025","broken","Fri Jan 03 12:43:45 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","A030-User Adding book with missing data"
"","292","A027-Admin successfully adds a new book","","Fri Jan 03 12:43:44 GMT 2025","broken","Fri Jan 03 12:43:44 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","A027-Admin successfully adds a new book"
"","152","A034-Retrieve a list of books as an admin","","Fri Jan 03 12:41:32 GMT 2025","passed","Fri Jan 03 12:41:32 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","A034-Retrieve a list of books as an admin"
"","5162","A006-User should be able to log in using valid credentials and add an item to the cart,and proceed to checkout","","Fri Jan 03 12:42:46 GMT 2025","passed","Fri Jan 03 12:42:51 GMT 2025","","sourceDemo  Checkout Feature","sourceDemo  Checkout Feature","A006-User should be able to log in using valid credentials and add an item to the cart,and proceed to checkout"
"","4180","A007-User should be able to log in using valid credentials and add an item to the cart","","Fri Jan 03 12:42:23 GMT 2025","passed","Fri Jan 03 12:42:27 GMT 2025","","sourceDemo Continue Shipping Feature","sourceDemo Continue Shipping Feature","A007-User should be able to log in using valid credentials and add an item to the cart"
"","4047","A014-Verify that clicking on a product image navigates to the item detail page","","Fri Jan 03 12:43:27 GMT 2025","passed","Fri Jan 03 12:43:31 GMT 2025","","SauceDemo Product Image Navigation Feature","SauceDemo Product Image Navigation Feature","A014-Verify that clicking on a product image navigates to the item detail page"
"","4193","A005-User should be able to add and remove a specific item from the cart","","Fri Jan 03 12:43:03 GMT 2025","passed","Fri Jan 03 12:43:08 GMT 2025","","sourceDemo Item Remove from Cart Feature","sourceDemo Item Remove from Cart Feature","A005-User should be able to add and remove a specific item from the cart"
"","5623","A016-User cancels checkout and is redirected to the inventory dashboard","","Fri Jan 03 12:42:05 GMT 2025","passed","Fri Jan 03 12:42:10 GMT 2025","","sourceDemo Checkout Cancel Button","sourceDemo Checkout Cancel Button","A016-User cancels checkout and is redirected to the inventory dashboard"
"","4264","A008-user should be able to login using Valid Credentials","","Fri Jan 03 12:42:55 GMT 2025","passed","Fri Jan 03 12:42:59 GMT 2025","","sourceDemo Add to Cart Feature","sourceDemo Add to Cart Feature","A008-user should be able to login using Valid Credentials"
"","363","A041-Updating book with missing values","","Fri Jan 03 12:44:07 GMT 2025","failed","Fri Jan 03 12:44:07 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","A041-Updating book with missing values"
"","3772","A001-user should be able to login using Valid Credentials","","Fri Jan 03 12:43:12 GMT 2025","passed","Fri Jan 03 12:43:15 GMT 2025","","sourceDemo Login Feature","sourceDemo Login Feature","A001-user should be able to login using Valid Credentials"
"","358","A032-Insert Empty value for id","","Fri Jan 03 12:43:35 GMT 2025","failed","Fri Jan 03 12:43:36 GMT 2025","","API Testing to Insert Empty Id Value with Books Data","API Testing to Insert Empty Id Value with Books Data","A032-Insert Empty value for id"
"","1021","Verify filtering by Price (Low to High)","","Fri Jan 03 12:42:36 GMT 2025","passed","Fri Jan 03 12:42:37 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Price (Low to High)"
"","143","Valid login with user credentials","","Fri Jan 03 12:42:00 GMT 2025","passed","Fri Jan 03 12:42:01 GMT 2025","","API Testing for Login User","API Testing for Login User","Valid login with user credentials"
"","3643","A018-Add item to cart and then remove it to test if the button changes back to add to cart","","Fri Jan 03 12:43:57 GMT 2025","passed","Fri Jan 03 12:44:01 GMT 2025","","Remove item from cart on sourceDemo Website","Remove item from cart on sourceDemo Website","A018-Add item to cart and then remove it to test if the button changes back to add to cart"
"","357","A035-Admin retrieves a book by ID","","Fri Jan 03 12:41:37 GMT 2025","failed","Fri Jan 03 12:41:37 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","A035-Admin retrieves a book by ID"
"","4248","A003- user should be able to login using Valid Credentials and click the add to cart option and remove option in the inventory page","","Fri Jan 03 12:43:49 GMT 2025","passed","Fri Jan 03 12:43:53 GMT 2025","","Remove option in the inventory page","Remove option in the inventory page","A003- user should be able to login using Valid Credentials and click the add to cart option and remove option in the inventory page"
