"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","315","Retrieve all books using GET request","","Thu Jan 02 17:56:52 GMT 2025","broken","Thu Jan 02 17:56:52 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","Retrieve all books using GET request"
"","327","Successfully retrieve a book by valid ID","","Thu Jan 02 17:56:57 GMT 2025","failed","Thu Jan 02 17:56:57 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","Successfully retrieve a book by valid ID"
"","3542","Verify filtering by Name (A to Z)","","Thu Jan 02 17:57:46 GMT 2025","passed","Thu Jan 02 17:57:50 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Name (A to Z)"
"","300","Updating book with missing values","","Thu Jan 02 17:59:16 GMT 2025","failed","Thu Jan 02 17:59:16 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","Updating book with missing values"
"","233","Successfully adding a new book","","Thu Jan 02 17:56:42 GMT 2025","passed","Thu Jan 02 17:56:42 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","Successfully adding a new book"
"","1088","Verify filtering by Price (High to Low)","","Thu Jan 02 17:57:52 GMT 2025","passed","Thu Jan 02 17:57:53 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Price (High to Low)"
"","4178","User should be able to add and remove a specific item from the cart","","Thu Jan 02 17:58:19 GMT 2025","passed","Thu Jan 02 17:58:23 GMT 2025","","sourceDemo Item Remove from Cart Feature","sourceDemo Item Remove from Cart Feature","User should be able to add and remove a specific item from the cart"
"","422","Attempt to delete a book without proper authorization","","Thu Jan 02 17:56:48 GMT 2025","broken","Thu Jan 02 17:56:48 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","Attempt to delete a book without proper authorization"
"","137","Invalid login with admin credentials","","Thu Jan 02 17:56:37 GMT 2025","passed","Thu Jan 02 17:56:37 GMT 2025","","API Testing for Login User","API Testing for Login User","Invalid login with admin credentials"
"","365","Adding book with missing data","","Thu Jan 02 17:56:43 GMT 2025","failed","Thu Jan 02 17:56:43 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","Adding book with missing data"
"","4206","Add item to cart and then remove it","","Thu Jan 02 17:59:08 GMT 2025","broken","Thu Jan 02 17:59:12 GMT 2025","","Remove item from cart on sourceDemo Website","Remove item from cart on sourceDemo Website","Add item to cart and then remove it"
"","362","Attempt to delete a book with a non-existence ID","","Thu Jan 02 17:56:47 GMT 2025","broken","Thu Jan 02 17:56:48 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","Attempt to delete a book with a non-existence ID"
"","4331","user should be able to login using Valid Credentials","","Thu Jan 02 17:58:11 GMT 2025","passed","Thu Jan 02 17:58:15 GMT 2025","","sourceDemo Add to Cart Feature","sourceDemo Add to Cart Feature","user should be able to login using Valid Credentials"
"","4583","Add item to cart and verify in cart page","","Thu Jan 02 17:57:10 GMT 2025","broken","Thu Jan 02 17:57:15 GMT 2025","","Add item to cart on sourceDemo Website","Add item to cart on sourceDemo Website","Add item to cart and verify in cart page"
"","247","Adding book with invalid data","","Thu Jan 02 17:57:57 GMT 2025","passed","Thu Jan 02 17:57:57 GMT 2025","","API Testing to Invalid Type Data","API Testing to Invalid Type Data","Adding book with invalid data"
"","316","Insert Integer value for author when inserting new book using POST request","","Thu Jan 02 17:58:55 GMT 2025","broken","Thu Jan 02 17:58:56 GMT 2025","","API Testing to Insert Invalid Books Data","API Testing to Insert Invalid Books Data","Insert Integer value for author when inserting new book using POST request"
"","5429","User cancels checkout and is redirected to the inventory dashboard","","Thu Jan 02 17:57:20 GMT 2025","broken","Thu Jan 02 17:57:25 GMT 2025","","sourceDemo Checkout Cancel Button","sourceDemo Checkout Cancel Button","User cancels checkout and is redirected to the inventory dashboard"
"","154","Attempt to retrieve a book with an invalid ID","","Thu Jan 02 17:56:57 GMT 2025","passed","Thu Jan 02 17:56:57 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","Attempt to retrieve a book with an invalid ID"
