"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5425","A006-User should be able to log in using valid credentials and add an item to the cart,and proceed to checkout","","Fri Jan 03 16:27:31 GMT 2025","passed","Fri Jan 03 16:27:37 GMT 2025","","sourceDemo  Checkout Feature","sourceDemo  Checkout Feature","A006-User should be able to log in using valid credentials and add an item to the cart,and proceed to checkout"
"","4614","A013-user should be able to login using Valid Credentials","","Fri Jan 03 16:26:33 GMT 2025","passed","Fri Jan 03 16:26:37 GMT 2025","","sourceDemo Add to Cart Feature","sourceDemo Add to Cart Feature","A013-user should be able to login using Valid Credentials"
"","471","A027-Admin successfully adds a new book","","Fri Jan 03 16:25:42 GMT 2025","passed","Fri Jan 03 16:25:43 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","A027-Admin successfully adds a new book"
"","346","A035-Admin retrieves a book by ID","","Fri Jan 03 16:25:59 GMT 2025","failed","Fri Jan 03 16:25:59 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","A035-Admin retrieves a book by ID"
"","4557","A017-Add item to cart and verify in cart page","","Fri Jan 03 16:26:13 GMT 2025","passed","Fri Jan 03 16:26:18 GMT 2025","","Add item to cart on sourceDemo Website","Add item to cart on sourceDemo Website","A017-Add item to cart and verify in cart page"
"","3785","A018-Add item to cart and then remove it to test if the button changes back to add to cart","","Fri Jan 03 16:28:58 GMT 2025","passed","Fri Jan 03 16:29:02 GMT 2025","","Remove item from cart on sourceDemo Website","Remove item from cart on sourceDemo Website","A018-Add item to cart and then remove it to test if the button changes back to add to cart"
"","413","A031-Insert Integer value for author when inserting new book using POST request","","Fri Jan 03 16:28:45 GMT 2025","failed","Fri Jan 03 16:28:45 GMT 2025","","API Testing to Insert Invalid Author Data","API Testing to Insert Invalid Author Data","A031-Insert Integer value for author when inserting new book using POST request"
"","4777","A007-User should be able to log in using valid credentials and add an item to the cart","","Fri Jan 03 16:26:41 GMT 2025","passed","Fri Jan 03 16:26:46 GMT 2025","","sourceDemo Continue Shipping Feature","sourceDemo Continue Shipping Feature","A007-User should be able to log in using valid credentials and add an item to the cart"
"","4191","A005-User should be able to add and remove a specific item from the cart","","Fri Jan 03 16:27:50 GMT 2025","passed","Fri Jan 03 16:27:54 GMT 2025","","sourceDemo Item Remove from Cart Feature","sourceDemo Item Remove from Cart Feature","A005-User should be able to add and remove a specific item from the cart"
"","4400","A003- user should be able to login using Valid Credentials and click the add to cart option and remove option in the inventory page","","Fri Jan 03 16:28:50 GMT 2025","passed","Fri Jan 03 16:28:54 GMT 2025","","Remove option in the inventory page","Remove option in the inventory page","A003- user should be able to login using Valid Credentials and click the add to cart option and remove option in the inventory page"
"","3553","A023 - Verify filtering by Name (A to Z)","","Fri Jan 03 16:27:06 GMT 2025","passed","Fri Jan 03 16:27:09 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","A023 - Verify filtering by Name (A to Z)"
"","393","A042-Successfully delete a book by ID","","Fri Jan 03 16:25:49 GMT 2025","failed","Fri Jan 03 16:25:49 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A042-Successfully delete a book by ID"
"","357","A029-Admin Adding book with missing data","","Fri Jan 03 16:25:44 GMT 2025","failed","Fri Jan 03 16:25:44 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","A029-Admin Adding book with missing data"
"","184","A037-Admin retrieves a non-existent book","","Fri Jan 03 16:25:59 GMT 2025","passed","Fri Jan 03 16:26:00 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","A037-Admin retrieves a non-existent book"
"","239","A028-User successfully adds a new book","","Fri Jan 03 16:25:43 GMT 2025","passed","Fri Jan 03 16:25:44 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","A028-User successfully adds a new book"
"","4095","A015-Verify the ""Back to products"" option on the item's new page","","Fri Jan 03 16:29:12 GMT 2025","passed","Fri Jan 03 16:29:16 GMT 2025","","sourceDemo Product Navigation Feature","sourceDemo Product Navigation Feature","A015-Verify the ""Back to products"" option on the item's new page"
"","311","A046-Attempt to delete a book with an invalid ID format as user","","Fri Jan 03 16:26:51 GMT 2025","passed","Fri Jan 03 16:26:51 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A046-Attempt to delete a book with an invalid ID format as user"
"","231","Adding book with invalid data","","Fri Jan 03 16:27:27 GMT 2025","passed","Fri Jan 03 16:27:27 GMT 2025","","API Testing to Invalid Type Data","API Testing to Invalid Type Data","Adding book with invalid data"
"","5010","A002- user should be able to login using Valid Credentials and click on the add to cart option of the inventory page","","Fri Jan 03 16:26:04 GMT 2025","passed","Fri Jan 03 16:26:09 GMT 2025","","Add to Cart Feature in inventory page","Add to Cart Feature in inventory page","A002- user should be able to login using Valid Credentials and click on the add to cart option of the inventory page"
"","4565","A022 - User should be able to log in using valid credentials, add an item to the cart, navigate cart page and navigate back to AllItem page","","Fri Jan 03 16:28:06 GMT 2025","passed","Fri Jan 03 16:28:10 GMT 2025","","sourceDemo AllItem Navigation Feature","sourceDemo AllItem Navigation Feature","A022 - User should be able to log in using valid credentials, add an item to the cart, navigate cart page and navigate back to AllItem page"
"","4070","A014-Verify that clicking on a product image navigates to the item detail page","","Fri Jan 03 16:28:32 GMT 2025","passed","Fri Jan 03 16:28:36 GMT 2025","","SauceDemo Product Image Navigation Feature","SauceDemo Product Image Navigation Feature","A014-Verify that clicking on a product image navigates to the item detail page"
"","538","A044-Attempt to delete a book without proper authorization","","Fri Jan 03 16:25:49 GMT 2025","failed","Fri Jan 03 16:25:50 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A044-Attempt to delete a book without proper authorization"
"","150","Invalid login with admin credentials","","Fri Jan 03 16:25:38 GMT 2025","passed","Fri Jan 03 16:25:38 GMT 2025","","API Testing for Login User","API Testing for Login User","Invalid login with admin credentials"
"","355","A041-Updating book with missing values","","Fri Jan 03 16:29:07 GMT 2025","failed","Fri Jan 03 16:29:08 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","A041-Updating book with missing values"
"","6162","A016-User cancels checkout and is redirected to the inventory dashboard","","Fri Jan 03 16:26:22 GMT 2025","passed","Fri Jan 03 16:26:28 GMT 2025","","sourceDemo Checkout Cancel Button","sourceDemo Checkout Cancel Button","A016-User cancels checkout and is redirected to the inventory dashboard"
"","3852","A001-user should be able to login using Valid Credentials","","Fri Jan 03 16:27:58 GMT 2025","passed","Fri Jan 03 16:28:02 GMT 2025","","sourceDemo Login Feature","sourceDemo Login Feature","A001-user should be able to login using Valid Credentials"
"","1223","A025 - Verify filtering by Price (Low to High)","","Fri Jan 03 16:27:11 GMT 2025","failed","Fri Jan 03 16:27:12 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","A025 - Verify filtering by Price (Low to High)"
"","155","A045-Attempt to delete a book with an invalid ID format as admin","","Fri Jan 03 16:26:50 GMT 2025","passed","Fri Jan 03 16:26:51 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A045-Attempt to delete a book with an invalid ID format as admin"
"","96","A040-User is not authenticated when updating a book","","Fri Jan 03 16:29:07 GMT 2025","passed","Fri Jan 03 16:29:07 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","A040-User is not authenticated when updating a book"
"","4428","A008-user should be able to login using Valid Credentials","","Fri Jan 03 16:27:41 GMT 2025","passed","Fri Jan 03 16:27:45 GMT 2025","","sourceDemo Add to Cart Feature","sourceDemo Add to Cart Feature","A008-user should be able to login using Valid Credentials"
"","184","A039-Successfully updating a book's title and author","","Fri Jan 03 16:29:07 GMT 2025","passed","Fri Jan 03 16:29:07 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","A039-Successfully updating a book's title and author"
