"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1204","A025 - Verify filtering by Price (Low to High)","","Fri Jan 03 16:34:27 GMT 2025","failed","Fri Jan 03 16:34:28 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","A025 - Verify filtering by Price (Low to High)"
"","205","Adding book with invalid data","","Fri Jan 03 16:34:44 GMT 2025","passed","Fri Jan 03 16:34:44 GMT 2025","","API Testing to Invalid Type Data","API Testing to Invalid Type Data","Adding book with invalid data"
"","5307","A006-User should be able to log in using valid credentials and add an item to the cart,and proceed to checkout","","Fri Jan 03 16:34:48 GMT 2025","passed","Fri Jan 03 16:34:53 GMT 2025","","sourceDemo  Checkout Feature","sourceDemo  Checkout Feature","A006-User should be able to log in using valid credentials and add an item to the cart,and proceed to checkout"
"","202","A039-Successfully updating a book's title and author","","Fri Jan 03 16:36:24 GMT 2025","passed","Fri Jan 03 16:36:24 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","A039-Successfully updating a book's title and author"
"","4502","A007-User should be able to log in using valid credentials and add an item to the cart","","Fri Jan 03 16:33:58 GMT 2025","passed","Fri Jan 03 16:34:02 GMT 2025","","sourceDemo Continue Shipping Feature","sourceDemo Continue Shipping Feature","A007-User should be able to log in using valid credentials and add an item to the cart"
"","4121","A004-User should log in to the system and Verify that when clicking on an item name it navigates to the item detail page","","Fri Jan 03 16:35:41 GMT 2025","passed","Fri Jan 03 16:35:45 GMT 2025","","Navigates to the item details page","Navigates to the item details page","A004-User should log in to the system and Verify that when clicking on an item name it navigates to the item detail page"
"","359","A036-User retrieves a book by ID","","Fri Jan 03 16:33:16 GMT 2025","failed","Fri Jan 03 16:33:17 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","A036-User retrieves a book by ID"
"","168","A045-Attempt to delete a book with an invalid ID format as admin","","Fri Jan 03 16:34:07 GMT 2025","passed","Fri Jan 03 16:34:07 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A045-Attempt to delete a book with an invalid ID format as admin"
"","5635","A016-User cancels checkout and is redirected to the inventory dashboard","","Fri Jan 03 16:33:39 GMT 2025","passed","Fri Jan 03 16:33:45 GMT 2025","","sourceDemo Checkout Cancel Button","sourceDemo Checkout Cancel Button","A016-User cancels checkout and is redirected to the inventory dashboard"
"","1092","Verify filtering by Name (Z to A)","","Fri Jan 03 16:34:15 GMT 2025","passed","Fri Jan 03 16:34:16 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Name (Z to A)"
"","4365","A003- user should be able to login using Valid Credentials and click the add to cart option and remove option in the inventory page","","Fri Jan 03 16:36:06 GMT 2025","passed","Fri Jan 03 16:36:11 GMT 2025","","Remove option in the inventory page","Remove option in the inventory page","A003- user should be able to login using Valid Credentials and click the add to cart option and remove option in the inventory page"
"","3629","A023 - Verify filtering by Name (A to Z)","","Fri Jan 03 16:34:22 GMT 2025","passed","Fri Jan 03 16:34:26 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","A023 - Verify filtering by Name (A to Z)"
"","4439","A017-Add item to cart and verify in cart page","","Fri Jan 03 16:33:30 GMT 2025","passed","Fri Jan 03 16:33:35 GMT 2025","","Add item to cart on sourceDemo Website","Add item to cart on sourceDemo Website","A017-Add item to cart and verify in cart page"
"","3780","A018-Add item to cart and then remove it to test if the button changes back to add to cart","","Fri Jan 03 16:36:15 GMT 2025","passed","Fri Jan 03 16:36:19 GMT 2025","","Remove item from cart on sourceDemo Website","Remove item from cart on sourceDemo Website","A018-Add item to cart and then remove it to test if the button changes back to add to cart"
"","5403","A020 - User should be able to log in using valid credentials and add an item to the cart, and proceed to checkout and Finish Checkout process.","","Fri Jan 03 16:34:34 GMT 2025","passed","Fri Jan 03 16:34:39 GMT 2025","","sourceDemo Checkout Feature","sourceDemo Checkout Feature","A020 - User should be able to log in using valid credentials and add an item to the cart, and proceed to checkout and Finish Checkout process."
"","165","A037-Admin retrieves a non-existent book","","Fri Jan 03 16:33:17 GMT 2025","passed","Fri Jan 03 16:33:17 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","A037-Admin retrieves a non-existent book"
"","1405","A019-Add item to cart and then remove it to test if the item is removed from cart","","Fri Jan 03 16:36:19 GMT 2025","passed","Fri Jan 03 16:36:20 GMT 2025","","Remove item from cart on sourceDemo Website","Remove item from cart on sourceDemo Website","A019-Add item to cart and then remove it to test if the item is removed from cart"
"","91","A040-User is not authenticated when updating a book","","Fri Jan 03 16:36:24 GMT 2025","passed","Fri Jan 03 16:36:24 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","A040-User is not authenticated when updating a book"
"","3776","A009-Verify filtering by Name (A to Z)","","Fri Jan 03 16:34:11 GMT 2025","passed","Fri Jan 03 16:34:15 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","A009-Verify filtering by Name (A to Z)"
"","430","A031-Insert Integer value for author when inserting new book using POST request","","Fri Jan 03 16:36:02 GMT 2025","failed","Fri Jan 03 16:36:02 GMT 2025","","API Testing to Insert Invalid Author Data","API Testing to Insert Invalid Author Data","A031-Insert Integer value for author when inserting new book using POST request"
"","364","A041-Updating book with missing values","","Fri Jan 03 16:36:24 GMT 2025","failed","Fri Jan 03 16:36:25 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","A041-Updating book with missing values"
"","4070","A014-Verify that clicking on a product image navigates to the item detail page","","Fri Jan 03 16:35:49 GMT 2025","passed","Fri Jan 03 16:35:53 GMT 2025","","SauceDemo Product Image Navigation Feature","SauceDemo Product Image Navigation Feature","A014-Verify that clicking on a product image navigates to the item detail page"
"","627","A027-Admin successfully adds a new book","","Fri Jan 03 16:32:58 GMT 2025","failed","Fri Jan 03 16:32:59 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","A027-Admin successfully adds a new book"
"","4502","A022 - User should be able to log in using valid credentials, add an item to the cart, navigate cart page and navigate back to AllItem page","","Fri Jan 03 16:35:23 GMT 2025","passed","Fri Jan 03 16:35:27 GMT 2025","","sourceDemo AllItem Navigation Feature","sourceDemo AllItem Navigation Feature","A022 - User should be able to log in using valid credentials, add an item to the cart, navigate cart page and navigate back to AllItem page"
"","436","A029-Admin Adding book with missing data","","Fri Jan 03 16:32:59 GMT 2025","failed","Fri Jan 03 16:33:00 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","A029-Admin Adding book with missing data"
"","4129","A015-Verify the ""Back to products"" option on the item's new page","","Fri Jan 03 16:36:28 GMT 2025","passed","Fri Jan 03 16:36:32 GMT 2025","","sourceDemo Product Navigation Feature","sourceDemo Product Navigation Feature","A015-Verify the ""Back to products"" option on the item's new page"
"","1097","Verify filtering by Price (High to Low)","","Fri Jan 03 16:34:17 GMT 2025","passed","Fri Jan 03 16:34:18 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Price (High to Low)"
"","171","A033-Retrieve a list of books as a user","","Fri Jan 03 16:33:10 GMT 2025","passed","Fri Jan 03 16:33:11 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","A033-Retrieve a list of books as a user"
"","486","A044-Attempt to delete a book without proper authorization","","Fri Jan 03 16:33:05 GMT 2025","failed","Fri Jan 03 16:33:06 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A044-Attempt to delete a book without proper authorization"
"","1032","Verify filtering by Price (Low to High)","","Fri Jan 03 16:34:16 GMT 2025","passed","Fri Jan 03 16:34:17 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Price (Low to High)"
"","185","A028-User successfully adds a new book","","Fri Jan 03 16:32:59 GMT 2025","passed","Fri Jan 03 16:32:59 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","A028-User successfully adds a new book"
"","4323","A005-User should be able to add and remove a specific item from the cart","","Fri Jan 03 16:35:06 GMT 2025","passed","Fri Jan 03 16:35:10 GMT 2025","","sourceDemo Item Remove from Cart Feature","sourceDemo Item Remove from Cart Feature","A005-User should be able to add and remove a specific item from the cart"
"","405","A042-Successfully delete a book by ID","","Fri Jan 03 16:33:04 GMT 2025","failed","Fri Jan 03 16:33:05 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A042-Successfully delete a book by ID"
"","3742","A001-user should be able to login using Valid Credentials","","Fri Jan 03 16:35:15 GMT 2025","passed","Fri Jan 03 16:35:18 GMT 2025","","sourceDemo Login Feature","sourceDemo Login Feature","A001-user should be able to login using Valid Credentials"
"","303","A046-Attempt to delete a book with an invalid ID format as user","","Fri Jan 03 16:34:07 GMT 2025","passed","Fri Jan 03 16:34:07 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","A046-Attempt to delete a book with an invalid ID format as user"
